# file:
#   name: cheap-direct_-500_500_5_10_0.1
#   comment: ''
#   date: '2024-11-08T15:02:20.124506'
#   index_col: motor_input
#   table_delim: "\t"
# user:
#   motor_name: cheap-direct
#   min_pos: -500
#   max_pos: 500
#   step: 5
#   cycles: 10
#   delay: 0.1
#   meas_type: short
#   input_units: null
#   calibration:
#     cam_position_um:
#     - -801
#     - -642
#     - -446
#     - -211
#     - -61
#     - 135
#     - 328
#     - 524
#     - 709
#     qpd_voltage_mV:
#     - -6481.35
#     - -5347.7
#     - -3769.225
#     - -1655.295
#     - -204.915
#     - 1661.76
#     - 3415.0
#     - 4999.98
#     - 6362.025
#     rescale_ref_um: 173
#     rescale_ref_mV: 1790
#     optical_lever_m: 0.75
#     mirror_lever_m: 0.031
#   compensated_backlash: 0
#   input_to_translation: 1.52587890625e-08
# dev: {}
# 
motor_input	qpd_voltage_mV
-335	-1051.0
-340	-1102.0
-345	-1102.0
-350	-1187.0
-355	-1187.0
-360	-1219.0
-365	-1222.5
-370	-1227.0
-375	-1282.0
-380	-1282.0
-385	-1333.0
-390	-1333.0
-395	-1409.0
-400	-1414.375
-405	-1452.0
-410	-1532.0
-415	-1532.0
-420	-1556.0
-425	-1556.0
-430	-1639.0
-435	-1642.625
-440	-1668.0
-445	-1720.0
-450	-1720.0
-455	-1749.0
-460	-1749.0
-465	-1799.0
-470	-1799.0
-475	-1865.0
-480	-1867.125
-485	-1899.0
-490	-1946.0
-495	-1946.0
-500	-1982.0
-495	-1982.0
-490	-2027.0
-485	-2025.875
-480	-2009.0
-475	-2033.0
-470	-2033.0
-465	-2040.0
-460	-2040.0
-455	-2008.0
-450	-2008.0
-445	-2054.0
-440	-2029.5
-435	-2026.0
-430	-1977.0
-425	-1977.0
-420	-2041.0
-415	-2041.0
-410	-2007.0
-405	-2051.0
-400	-2051.0
-395	-2042.0
-390	-2042.0
-385	-2059.0
-380	-2059.0
-375	-2044.0
-370	-2043.125
-365	-2042.0
-360	-2007.0
-355	-2007.0
-350	-1947.0
-345	-1947.0
-340	-1926.0
-335	-1865.0
-330	-1865.0
-325	-1789.0
-320	-1789.0
-315	-1722.0
-310	-1722.0
-305	-1706.0
-300	-1640.0
-295	-1640.0
-290	-1612.0
-285	-1612.0
-280	-1580.0
-275	-1576.625
-270	-1553.0
-265	-1512.0
-260	-1512.0
-255	-1431.0
-250	-1431.0
-245	-1404.0
-240	-1396.75
-235	-1346.0
-230	-1312.0
-225	-1312.0
-220	-1268.0
-215	-1268.0
-210	-1213.0
-205	-1193.875
-200	-1162.0
-195	-1131.0
-190	-1131.0
-185	-1040.0
-180	-1040.0
-175	-1016.0
-170	-1011.25
-165	-978.0
-160	-915.0
-155	-906.0
-150	-835.0
-145	-835.0
-140	-769.0
-135	-769.0
-130	-793.0
-125	-698.0
-120	-698.0
-115	-674.0
-110	-674.0
-105	-624.0
-100	-615.5
-95	-590.0
-90	-507.0
-85	-507.0
-80	-481.0
-75	-481.0
-70	-462.0
-65	-462.0
-60	-417.0
-55	-392.0
-50	-367.0
-45	-311.0
-40	-311.0
-35	-256.0
-30	-243.25
-25	-188.0
-20	-167.0
-15	-167.0
-10	-97.0
-5	-97.0
0	-74.0
5	-45.5
10	-36.0
15	60.0
20	60.0
25	65.0
30	70.375
35	151.0
40	176.0
45	176.0
50	193.0
55	193.0
60	250.0
65	272.875
70	311.0
75	335.0
80	335.0
85	398.0
90	398.0
95	455.0
100	455.0
105	488.0
110	510.0
115	510.0
120	550.0
125	550.0
130	604.0
135	604.0
140	635.0
145	673.25
150	686.0
155	760.0
160	760.0
165	828.0
170	828.0
175	864.0
180	864.0
185	913.0
190	952.8125
195	962.0
200	1036.0
205	1036.0
210	1098.0
215	1099.4375
220	1121.0
225	1172.0
230	1172.0
235	1209.0
240	1209.0
245	1258.0
250	1258.0
255	1346.0
260	1346.0
265	1376.0
270	1393.9375
275	1417.0
280	1440.0
285	1440.0
290	1489.0
295	1489.0
300	1558.0
305	1579.9375
310	1585.0
315	1617.0
320	1617.0
325	1656.0
330	1656.0
335	1707.0
340	1707.0
345	1780.0
350	1803.375
355	1814.0
360	1848.0
365	1848.0
370	1928.0
375	1928.0
380	1957.0
385	1987.0
390	1987.0
395	2021.0
400	2021.0
405	2074.0
410	2103.5
415	2133.0
420	2185.0
425	2185.0
430	2198.0
435	2198.0
440	2239.0
445	2239.0
450	2277.0
455	2323.0
460	2323.0
465	2377.0
470	2377.0
475	2398.0
480	2455.0
485	2455.0
490	2490.0
495	2490.0
500	2551.0
