# file:
#   name: newport-dc_-0.004_0.004_5e-05_10_0.1
#   comment: ''
#   date: '2024-10-17T13:13:47'
#   index_col: motor_input
#   table_delim: "\t"
# user:
#   motor_name: newport-dc
#   min_pos: -0.004
#   max_pos: 0.004
#   step: 5.0e-05
#   cycles: 10
#   delay: 0.1
#   meas_type: short
#   input_units: mm
#   calibration:
#     cam_position_um:
#     - -801
#     - -642
#     - -446
#     - -211
#     - -61
#     - 135
#     - 328
#     - 524
#     - 709
#     qpd_voltage_mV:
#     - -6481.35
#     - -5347.7
#     - -3769.225
#     - -1655.295
#     - -204.915
#     - 1661.76
#     - 3415.0
#     - 4999.98
#     - 6362.025
#     rescale_ref_um: null
#     rescale_ref_mV: null
#     optical_lever_m: 0.75
#     mirror_lever_m: 0.04
#   compensated_backlash: 5.91e-06
#   input_to_translation: 0.001
# dev: {}
# 
motor_input	qpd_voltage_mV
-0.004	-674.0
-0.00395	-1456.0
-0.0039	-1440.0
-0.00385	-1432.0
-0.0038	-1432.0
-0.00375	-1441.0
-0.0037	-1442.3125
-0.00365	-1443.0
-0.0036	-1443.0
-0.00355	-1445.0
-0.0035	-1451.0
-0.00345	-1451.0
-0.0034	-1447.0
-0.00335	-1447.0
-0.0033	-1429.0
-0.00325	-1429.0
-0.0032	-1431.0
-0.00315	-1431.0
-0.0031	-1451.125
-0.00305	-1454.0
-0.003	-1454.0
-0.00295	-1444.0
-0.0029	-1444.0
-0.00285	-1442.0
-0.0028	-1442.0
-0.00275	-1439.25
-0.0027	-1431.0
-0.00265	-1431.0
-0.0026	-1421.0
-0.00255	-1421.0
-0.0025	-1413.4375
-0.00245	-1410.0
-0.0024	-1410.0
-0.00235	-1383.0
-0.0023	-1383.0
-0.00225	-1351.0
-0.0022	-1351.0
-0.00215	-1329.0
-0.0021	-1299.0
-0.00205	-1299.0
-0.002	-1290.0
-0.00195	-1290.0
-0.0019	-1243.0
-0.00185	-1228.5625
-0.0018	-1202.0
-0.00175	-1202.0
-0.0017	-1194.0
-0.00165	-1194.0
-0.0016	-1194.0
-0.00155	-1157.0
-0.0015	-1157.0
-0.00145	-1111.0
-0.0014	-1111.0
-0.00135	-1079.3125
-0.0013	-1072.0
-0.00125	-1072.0
-0.0012	-1022.0
-0.00115	-1022.0
-0.0011	-971.0
-0.00105	-971.0
-0.001	-937.25
-0.00095	-917.0
-0.0009	-917.0
-0.00085	-888.0
-0.0008	-888.0
-0.00075	-846.0
-0.0007	-846.0
-0.00065	-838.5
-0.0006	-834.0
-0.00055	-834.0
-0.0005	-784.0
-0.00045	-748.0
-0.0004	-707.0
-0.00035	-707.0
-0.0003	-694.625
-0.00025	-689.0
-0.0002	-689.0
-0.00015	-609.0
-0.0001	-569.0
-5.0000000000023984e-05	-569.0
-2.4286128663675302e-17	-564.0
4.999999999997541e-05	-564.0
9.999999999997512e-05	-564.0
0.0001499999999999	-522.0
0.0001999999999999	-522.0
0.0002499999999999	-477.0
0.0002999999999999	-477.0
0.0003499999999999	-446.125
0.0003999999999999	-439.0
0.0004499999999999	-439.0
0.0004999999999999	-419.0
0.0005499999999999	-419.0
0.0005999999999999	-369.0
0.0006499999999999	-369.0
0.0006999999999999	-337.0
0.0007499999999999	-295.0
0.0007999999999999	-295.0
0.0008499999999999	-276.25
0.0008999999999999	-275.0
0.0009499999999999	-275.0
0.0009999999999999	-229.0
0.0010499999999999	-179.0
0.0010999999999999	-165.0
0.0011499999999999	-165.0
0.0011999999999999	-155.5
0.0012499999999999	-127.0
0.0012999999999999	-81.0
0.0013499999999999	-73.0
0.0013999999999999	-18.0
0.0014499999999999	-18.0
0.0014999999999999	-9.5625
0.0015499999999999	-3.0
0.0015999999999999	-3.0
0.0016499999999999	49.0
0.0016999999999999	49.0
0.0017499999999999	90.0
0.0017999999999999	90.0
0.0018499999999999	136.0
0.0018999999999999	136.0
0.0019499999999999	158.5
0.0019999999999999	172.0
0.0020499999999999	172.0
0.0020999999999999	208.0
0.0021499999999999	208.0
0.0021999999999999	249.0
0.0022499999999999	249.0
0.0022999999999999	249.0
0.0023499999999999	292.0
0.0023999999999999	292.0
0.0024499999999999	309.0
0.0024999999999999	309.0
0.0025499999999999	372.0
0.0025999999999999	390.0
0.0026499999999999	404.0
0.0026999999999999	404.0
0.0027499999999999	409.0
0.0027999999999999	409.0
0.0028499999999999	440.0
0.0028999999999999	440.0
0.0029499999999999	440.0
0.0029999999999999	508.0
0.0030499999999999	535.0
0.0030999999999999	535.0
0.0031499999999999	572.0
0.0031999999999999	612.0
0.0032499999999999	612.0
0.0032999999999999	622.0
0.0033499999999999	644.0
0.0033999999999999	644.0
0.0034499999999999	695.0
0.0034999999999999	695.0
0.0035499999999999	739.0
0.0035999999999999	739.0
0.0036499999999999	739.0
0.0036999999999999	793.0
0.0037499999999999	793.0
0.0037999999999999	830.0
0.0038499999999999	830.0
0.0038999999999999	876.0
0.0039499999999999	876.0
0.004	876.0
0.00395	938.0
0.0039	920.0
0.00385	920.0
0.0038	922.0
0.00375	922.0
0.0037	923.875
0.00365	928.0
0.0036	928.0
0.00355	927.0
0.0035	935.0
0.00345	915.0
0.0034	915.0
0.00335	919.0
0.0033	920.0
0.00325	926.0
0.0032	932.875
0.00315	937.0
0.0031	937.0
0.00305	919.0
0.003	919.0
0.00295	903.0
0.0029	903.0
0.00285	906.25
0.0028	907.0
0.00275	907.0
0.0027	909.0
0.00265	909.0
0.0026	844.0
0.00255	844.0
0.0025	844.0
0.00245	813.0
0.0024	813.0
0.00235	803.0
0.0023	756.0
0.00225	734.0
0.0022	734.0
0.00215	745.0
0.0021	745.0
0.00205	691.0
0.002	660.0
0.00195	660.0
0.0019	660.0
0.00185	621.0
0.0018	621.0
0.00175	590.0
0.0017	590.0
0.00165	541.875
0.0016	535.0
0.00155	535.0
0.0015	501.0
0.00145	501.0
0.0014	467.0
0.00135	467.0
0.0013	430.4375
0.00125	422.0
0.0012	422.0
0.00115	373.0
0.0011	373.0
0.00105	326.0
0.001	303.0
0.00095	303.0
0.0009	269.0
0.00085	269.0
0.0008	257.0
0.00075	221.0
0.0007	209.0
0.00065	173.0
0.0006	173.0
0.00055	139.0
0.0005	139.0
0.00045	106.0
0.0004	106.0
0.00035	83.25
0.0003	78.0
0.00025	78.0
0.0002	45.0
0.00015	45.0
0.0001	0.0
5.0000000000023984e-05	0.0
2.4286128663675302e-17	-8.25
-4.999999999997541e-05	-44.0
-9.999999999997512e-05	-44.0
-0.0001499999999999	-76.0
-0.0001999999999999	-76.0
-0.0002499999999999	-117.0
-0.0002999999999999	-117.0
-0.0003499999999999	-117.0
-0.0003999999999999	-163.0
-0.0004499999999999	-163.0
-0.0004999999999999	-203.0
-0.0005499999999999	-203.0
-0.0005999999999999	-222.6875
-0.0006499999999999	-248.0
-0.0006999999999999	-248.0
-0.0007499999999999	-288.0
-0.0007999999999999	-288.0
-0.0008499999999999	-329.0
-0.0008999999999999	-329.0
-0.0009499999999999	-338.9375
-0.0009999999999999	-382.0
-0.0010499999999999	-382.0
-0.0010999999999999	-410.0
-0.0011499999999999	-410.0
-0.0011999999999999	-444.0
-0.0012499999999999	-444.0
-0.0012999999999999	-444.0
-0.0013499999999999	-505.0
-0.0013999999999999	-505.0
-0.0014499999999999	-553.0
-0.0014999999999999	-553.0
-0.0015499999999999	-571.0
-0.0015999999999999	-571.0
-0.0016499999999999	-571.0
-0.0016999999999999	-618.0
-0.0017499999999999	-618.0
-0.0017999999999999	-667.0
-0.0018499999999999	-667.0
-0.0018999999999999	-680.125
-0.0019499999999999	-702.0
-0.0019999999999999	-702.0
-0.0020499999999999	-757.0
-0.0020999999999999	-757.0
-0.0021499999999999	-802.0
-0.0021999999999999	-830.0
-0.0022499999999999	-858.0
-0.0022999999999999	-858.0
-0.0023499999999999	-871.0
-0.0023999999999999	-871.0
-0.0024499999999999	-906.0
-0.0024999999999999	-906.0
-0.0025499999999999	-945.0
-0.0025999999999999	-945.0
-0.0026499999999999	-975.0
-0.0026999999999999	-975.0
-0.0027499999999999	-1015.0
-0.0027999999999999	-1015.0
-0.0028499999999999	-1015.0
-0.0028999999999999	-1065.0
-0.0029499999999999	-1092.0
-0.0029999999999999	-1094.5
-0.0030499999999999	-1102.0
-0.0030999999999999	-1124.0
-0.0031499999999999	-1124.0
-0.0031999999999999	-1150.0
-0.0032499999999999	-1150.0
-0.0032999999999999	-1168.0
-0.0033499999999999	-1198.0
-0.0033999999999999	-1198.0
-0.0034499999999999	-1229.0
-0.0034999999999999	-1229.0
-0.0035499999999999	-1264.0
-0.0035999999999999	-1264.0
-0.0036499999999999	-1264.0
-0.0036999999999999	-1316.0
-0.0037499999999999	-1316.0
-0.0037999999999999	-1342.0
-0.0038499999999999	-1342.0
-0.0038999999999999	-1398.25
-0.0039499999999999	-1402.0
-0.004	-1402.0
-0.00395	-1445.0
-0.0039	-1445.0
-0.00385	-1457.0
-0.0038	-1457.0
-0.00375	-1450.0
-0.0037	-1450.0
-0.00365	-1439.0
-0.0036	-1439.0
-0.00355	-1442.75
-0.0035	-1449.0
-0.00345	-1449.0
-0.0034	-1459.0
-0.00335	-1441.0
-0.0033	-1441.0
-0.00325	-1446.25
-0.0032	-1453.0
-0.00315	-1453.0
-0.0031	-1435.0
-0.00305	-1435.0
-0.003	-1453.0
-0.00295	-1453.0
-0.0029	-1453.0
-0.00285	-1442.0
-0.0028	-1447.0
-0.00275	-1447.625
-0.0027	-1449.0
-0.00265	-1449.0
-0.0026	-1419.0
-0.00255	-1419.0
-0.0025	-1421.0
-0.00245	-1421.0
-0.0024	-1421.0
-0.00235	-1399.0
-0.0023	-1399.0
-0.00225	-1357.0
-0.0022	-1357.0
-0.00215	-1349.0
-0.0021	-1310.75
-0.00205	-1297.0
-0.002	-1293.0
-0.00195	-1293.0
-0.0019	-1252.0
-0.00185	-1242.0
-0.0018	-1239.0
-0.00175	-1212.75
-0.0017	-1211.0
-0.00165	-1211.0
-0.0016	-1175.0
-0.00155	-1143.0
-0.0015	-1143.0
-0.00145	-1120.0
-0.0014	-1120.0
-0.00135	-1120.0
-0.0013	-1080.0
-0.00125	-1029.0
-0.0012	-1029.0
-0.00115	-1010.0
-0.0011	-1010.0
-0.00105	-1010.0
-0.001	-971.0
-0.00095	-971.0
